kk	username	date	retweets	favorites	text	geo	mentions	hashtags	tid	LINK
0	Infopolizas_com	2017-08-03 19:18	0	0	De quién es Verti Seguros https:// infopolizas.com/de-quien-es-ve rti-seguros/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost … #seguros			#seguros	8,93159244312318E+017	https://twitter.com/Infopolizas_com/status/893159244312317956
0	Infopolizas_com	2017-08-12 06:33	0	0	De quién es Verti Seguros https:// infopolizas.com/de-quien-es-ve rti-seguros/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost … #seguros			#seguros	8,9622819923078E+017	https://twitter.com/Infopolizas_com/status/896228199230779392
0	InsareInsurance	2017-08-15 09:30	0	0	The latest Insare's News 2016! http:// paper.li/InsareInsuranc e/sector-seguros?edition_id=a6662a00-818b-11e7-9bcb-002590a5ba2d … Thanks to @catalanaocc @MAPFRE_MX @vertiseguros #seguros #creatividad		@catalanaocc @MAPFRE_MX @vertiseguros	#seguros #creatividad	8,97359899310657E+017	https://twitter.com/InsareInsurance/status/897359899310657536
0	Javivix21	2017-08-01 12:12	0	0	Hola @vertiseguros cómo tengo que proceder para que al vencimiento de la póliza no renovar y q no me cobren nada en tarjeta? #verticlientes		@vertiseguros	#verticlientes	8,92327126585811E+017	https://twitter.com/Javivix21/status/892327126585810944
0	Javivix21	2017-08-01 12:18	0	0	Hecho!				8,92328568184869E+017	https://twitter.com/Javivix21/status/892328568184868864
0	jordiserqueda	2017-08-10 21:12	0	1	Después de numerosas llamadas para cancelar mi póliza, se niegan a abonarme el dinero. Pensad bien antes de contratar a @vertiseguros		@vertiseguros		8,95724439865762E+017	https://twitter.com/jordiserqueda/status/895724439865761792
0	jordiserqueda	2017-08-11 08:57	0	0	Después de numerosas llamadas para cancelar mi póliza, se niegan a abonarme el dinero. Pensad bien antes de contratar a @vertiseguros		@vertiseguros		8,95901997072867E+017	https://twitter.com/jordiserqueda/status/895901997072867328
0	jordiserqueda	2017-08-11 08:57	0	0	Renuevan automáticamente la póliza, y ahora se niegan a cancelar mi poliza y abonarme el dinero.Pensad bien antes de contratar @vertiseguros		@vertiseguros		8,95901849601155E+017	https://twitter.com/jordiserqueda/status/895901849601155072
0	jordiserqueda	2017-08-11 08:58	0	0	Pensad bien antes de contratar a @vertiseguros		@vertiseguros		8,95902266691117E+017	https://twitter.com/jordiserqueda/status/895902266691117056
0	jordiserqueda	2017-08-11 08:59	0	0	Después de numerosas llamadas para cancelar mi póliza, se niegan a abonarme el dinero. Pensad bien antes de contratar a @vertiseguros		@vertiseguros		8,95902511873307E+017	https://twitter.com/jordiserqueda/status/895902511873306624
0	jordiserqueda	2017-08-11 08:59	0	0	Pensad muy bien antes de contratar a @vertiseguros		@vertiseguros		8,95902378372805E+017	https://twitter.com/jordiserqueda/status/895902378372804609
0	jordiserqueda	2017-08-11 11:58	0	0	Renuevan automáticamente la póliza,y ahora se niegan a cancelar mi poliza y abonarme el dinero.Pensad bien antes de contratar @vertiseguros		@vertiseguros		8,95947429815747E+017	https://twitter.com/jordiserqueda/status/895947429815746560
0	jordiserqueda	2017-08-20 20:32	0	0	Renuevan automáticamente la póliza, y ahora se niegan a cancelar mi poliza y abonarme el dinero.Pensad bien antes de contratar				8,99338387919909E+017	https://twitter.com/jordiserqueda/status/899338387919908868
0	jordiserqueda	2017-08-20 20:32	0	0	Renuevan automáticamente la póliza, y ahora se niegan a cancelar mi poliza y abonarme el dinero.Pensad bien antes de contratar				8,99338453762142E+017	https://twitter.com/jordiserqueda/status/899338453762142208
0	jordiserqueda	2017-08-20 20:33	0	0	Renuevan automáticamente la póliza, y ahora se niegan a cancelar mi poliza y abonarme el dinero.Pensad bien antes de contratar				8,99338495252197E+017	https://twitter.com/jordiserqueda/status/899338495252197376
0	jordiserqueda	2017-08-20 20:33	0	0	Renuevan automáticamente la póliza, y ahora se niegan a cancelar mi poliza y abonarme el dinero.Pensad bien antes de contratar				8,99338525098869E+017	https://twitter.com/jordiserqueda/status/899338525098868740
0	JorgeCastilloPr	2017-08-10 19:46	0	0	"Por qué es una práctica tan común subir el seguro ""por defecto"" a gente que no da partes y solo bajárselo si se quejan?"				8,95702939905536E+017	https://twitter.com/JorgeCastilloPr/status/895702939905536001
0	juandeleals	2017-08-10 15:17	0	0	Que le gusta a estas empresas los privados!!!				8,95635314320003E+017	https://twitter.com/juandeleals/status/895635314320003072
0	jujirawe	2017-08-15 01:36	4	19	Vertí y John los nuevos refuerzos de CAI. Bien por los partidarios que no develaron los tapados antes de la presentación. https:// twitter.com/independiente/ status/897235173959512064 …				8,97240605218271E+017	https://twitter.com/jujirawe/status/897240605218271232
0	JustSyl1	2017-08-14 19:28	1	1	- Anuncio de Verti en Spotify - Ganas de matar aumentando pic.twitter.com/OErboX34xs				8,97148055761416E+017	https://twitter.com/JustSyl1/status/897148055761416194
0	kikiloretfe	2017-08-17 03:02	0	0	@vertiseguros imposible contactar con MARIA JESUS PIRIZ mi nuevisima asesora. Problemas actualizacion datos		@vertiseguros		8,97986907539358E+017	https://twitter.com/kikiloretfe/status/897986907539357696
0	likecrazzzy	2017-08-03 00:37	2	3	Somos el grupo de las lorzis no Verti Seguros https:// twitter.com/vengasuerte/st atus/892876853878243329 …				8,92877084275741E+017	https://twitter.com/likecrazzzy/status/892877084275740672
0	LoliLelorzia	2017-08-16 13:31	0	0	el anuncio de verti de spotify es la puta cosa mas irritante que he escuchado en mi vida				8,97782958832193E+017	https://twitter.com/LoliLelorzia/status/897782958832193537
0	marcodiasf	2017-08-22 15:39	0	5	Verti umas lágrimas a ouvir a gravação do Purple Rain com o FF... o sol anda me a fazer mal á tola				8,99989455968375E+017	https://twitter.com/marcodiasf/status/899989455968374784
0	M_A_Reyes	2017-08-11 11:35	1	3	A este paso, al metro de Granada no lo va a querer asegurar ni @vertiseguros . Granaínos, rojo=no pasar, que viene el scalextric!!!		@vertiseguros		8,95941636089315E+017	https://twitter.com/M_A_Reyes/status/895941636089315328
0	mariaemarcas	2017-08-08 09:59	0	0	. Con el plan amigo de verti , contrata tu seguro a todo riesgo, a terceros, hogar https://www. milanuncios.com/servicios-para -motor/20-de-regalo-con-verti-n107808y00605a-218090451.htm …				8,94830413029495E+017	https://twitter.com/mariaemarcas/status/894830413029494786
0	mariaemarcas	2017-08-08 10:07	0	0	. Verti tiene muy buenos seguros a precios competitivos. plan amigo, si https://www. milanuncios.com/servicios-para -motor/codigo-verti-regalo-20-n100149k08089v-218090086.htm …				8,94832485665829E+017	https://twitter.com/mariaemarcas/status/894832485665828866
0	mariaemarcas	2017-08-14 11:06	0	0	Con el plan amigo de verti , contrata tu seguro a todo riesgo, a terceros, hogar , moto , mascotas 20€-de-regalo-con- verti -n107808y00605a				8,97021657528906E+017	https://twitter.com/mariaemarcas/status/897021657528905728
0	mariaemarcas	2017-08-14 11:12	0	0	Verti , aseguradora on line de maphre,tiene buenos seguros precios competitivos.Con el plan amigo regalo 20€ si usas mi codigo-n100149k08089v				8,97023197933167E+017	https://twitter.com/mariaemarcas/status/897023197933166592
0	mariaemarcas	2017-08-15 18:20	0	0	. Con el plan amigo de Verti , usa mi codigo al contratar tu seguro : de mascotas,coche, moto,hogar				8,97493139249918E+017	https://twitter.com/mariaemarcas/status/897493139249917957
0	mariaemarcas	2017-08-15 18:20	0	0	. Con el plan amigo de Verti , usa mi codigo al contratar tu seguro: de mascotas, coche , moto,hogar				8,97493139249918E+017	https://twitter.com/mariaemarcas/status/897493139249917957username
0	mariaemarcas	2017-08-15 18:21	0	0	. Con el plan amigo de verti ,usa mi codigo de recomendación al contratar tu seguro d				8,9749357076831E+017	https://twitter.com/mariaemarcas/status/897493570768310273
0	mariaemarcas	2017-08-19 10:57	0	0	. Si contratas tu seguro con verti ( todo riesgo, terceros, moto,hogar,mascotas etc..) y utilizas mi codigo te regalo-20-n100149k08089v				8,98831373166932E+017	https://twitter.com/mariaemarcas/status/898831373166931968
0	Mery__Bm	2017-08-11 17:32	0	0	el anuncio de Verti en spotify ha hecho que me asuste				8,96031493688001E+017	https://twitter.com/Mery__Bm/status/896031493688000513
0	mjvallina	2017-08-05 19:38	0	0	Cambia de coche!!				8,9388906698231E+017	https://twitter.com/mjvallina/status/893889066982309889
0	montsefayos	2017-08-01 11:02	0	0	Nunca podré consultar online el estado de mi siniestro @vertiseguros ? Lloro al escuchar eso de ahorrar tiempo y dinero a través de la web		@vertiseguros		8,92309432088003E+017	https://twitter.com/montsefayos/status/892309432088002560username
0	nikolaimad	2017-08-11 08:19	0	0	@vertiseguros primer parte y primera sorpresa desagradable.mi póliza no incluye coche de sustitución.no renovare ni lo recomendare.		@vertiseguros		8,9589238505352E+017	https://twitter.com/nikolaimad/status/895892385053519872
0	OscarRodridecas	2017-08-01 19:58	0	0	No me merezco lo que me está pasando con @Verti . Soy un buen cliente pero ellos no son un buen seguro . NOVERTI.		@Verti		8,92444429700796E+017	https://twitter.com/OscarRodridecas/status/892444429700796416username
0	OscarRodridecas	2017-08-01 20:00	0	0	No a @vertiseguros . Una vergüenza de trato y de seguro. No quiero nada de ellos y con ellos. NOVERTI.		@vertiseguros		8,92445021772943E+017	https://twitter.com/OscarRodridecas/status/892445021772943360
0	pablolegeren	2017-08-05 19:30	0	3	Gran profesionalidad y amabilidad de las grúas de @vertiseguros y @MAPFRE_ES en Gijón. Gracias por ayudar!!!!		@vertiseguros @MAPFRE_ES		8,93887023685263E+017	https://twitter.com/pablolegeren/status/893887023685263362
0	pablolegeren	2017-08-05 20:05	0	1	En ello estamos pero hasta el 18 no llega...				8,93895716220883E+017	https://twitter.com/pablolegeren/status/893895716220882945
0	pedro2hc	2017-08-04 14:34	0	1	Un chispazo es lo que ha quemado mi diferencial, el cuadro eléctrico y la pared y no queréis saber nada.				8,93450155105677E+017	https://twitter.com/pedro2hc/status/893450155105677312
0	pedro2hc	2017-08-04 14:36	0	1	Decís que no tengo contratado la ampliación de daños eléctricos. Que la gente sepa que el seguro de Hogar M, no cubre ningún daño eléctrico				8,93450594966438E+017	https://twitter.com/pedro2hc/status/893450594966437889
0	pedro2hc	2017-08-04 14:40	0	1	Aunque se produzca incendio con llama Verti mantiene que se produce un incendio sin llama y se exime de solucionar siniestro #vertiseguros			#vertiseguros	8,93451514492199E+017	https://twitter.com/pedro2hc/status/893451514492198913
0	pedro2hc	2017-08-04 15:12	0	0	E0024236. Esperando desde el 30-7 sin electricidad. Ayer, tras tres negativas por su parte, lo solucionamos por nuestros medios				8,93459602129465E+017	https://twitter.com/pedro2hc/status/893459602129465344
0	pedro2hc	2017-08-04 15:13	0	0	70 € nos ha costado a nosotros y 5 clientes menos a vosotros. Pero todavía estoy esperando que os hagáis cargo de los daños por humo.				8,9345999235079E+017	https://twitter.com/pedro2hc/status/893459992350789633
0	pedro2hc	2017-08-04 15:18	0	0	Que se han producido en la pared a los que tenemos derecho según el artículo 23.1 b del contrato. Decidme también que no os hacéis cargo.				8,93461023381914E+017	https://twitter.com/pedro2hc/status/893461023381913601
0	pedro2hc	2017-08-07 23:48	0	0	Ese es el número de siniestro o incidencia que nos facilitaron				8,94676654882214E+017	https://twitter.com/pedro2hc/status/894676654882213891
0	pedro2hc	2017-08-08 07:57	0	0	DNI 74247287K				8,94799777510171E+017	https://twitter.com/pedro2hc/status/894799777510170625
0	pedro2hc	2017-08-08 16:29	0	0	Si. Gracias. Van a mandar, ahora, un perito que va a tardar un máximo de 25 días.				8,94928483398406E+017	https://twitter.com/pedro2hc/status/894928483398406148
0	pedro2hc	2017-08-09 12:26	0	0	Perfecto. Se acaba de ir el perito de casa y confirma lo que nosotros estábamos diciendo que se produjo un cortocircuito con llama que				8,95229715702718E+017	https://twitter.com/pedro2hc/status/895229715702718464
0	pedro2hc	2017-08-09 12:31	0	0	quemó el propio diferencial, la caja del cuadro y la pared. Quedamos a la espera de que @vertiseguros falle a nuestro favor según póliza.		@vertiseguros		8,95230927697261E+017	https://twitter.com/pedro2hc/status/895230927697260549
0	pedroserranot	2017-08-18 10:36	1	2	Desconectando del trabajo... @NoemiGarGon @vertiseguros @beeva_es pic.twitter.com/2HdVg6hJQo		@NoemiGarGon @vertiseguros @beeva_es		8,98463541992317E+017	https://twitter.com/pedroserranot/status/898463541992316928
0	rafaparadela	2017-08-10 13:23	1	0	Me han subido la póliza un 40% y sin dar un solo parte... jajaja adios @vertiseguros		@vertiseguros		8,95606486994272E+017	https://twitter.com/rafaparadela/status/895606486994272257
0	rafaparadela	2017-08-10 13:24	0	0	Por eso me habéis subido un 40% la poliza, no?				8,9560668781339E+017	https://twitter.com/rafaparadela/status/895606687813390337
0	ralbiol	2017-08-17 12:38	0	0	Noticias del día sobre #seguros http:// paper.li/ralbiol/seguro s?edition_id=3981e1f0-8338-11e7-9bcb-002590a5ba2d … via @EMartinLinde @vertiseguros @jlhsaunders #seguros #salud		@EMartinLinde @vertiseguros @jlhsaunders	#seguros #seguros #salud	8,98131953848812E+017	https://twitter.com/ralbiol/status/898131953848811521
0	RedRoyerino	2017-08-06 15:20	0	1	Me cago en vuestro puto anuncio de mierda de @vertiseguros no pienso contratar un seguro vuestro en mi puta vida subnormales de mierda		@vertiseguros		8,94186512027398E+017	https://twitter.com/RedRoyerino/status/894186512027398148
0	RedRoyerino	2017-08-06 15:21	0	2	Me he puesto nervioso y hasta he escrito mal el tweet pero que les follen odio el puto anuncio de Verti en Spotify , que hijos de puta				8,94186695641485E+017	https://twitter.com/RedRoyerino/status/894186695641485312username
0	RedRoyerino	2017-08-06 15:21	0	2	Me he puesto nervioso y hasta he escrito mal el tweet pero que les follen odio el puto anuncio de Verti en Spotify, que hijos de puta				8,94186695641485E+017	https://twitter.com/RedRoyerino/status/894186695641485312username
0	RedRoyerino	2017-08-06 15:25	0	0	"tio el anuncio de Spotify en el que salen cantando ""WHAT A FEELIIIIING"", no lo has escuchado??? ES ODIOSO"				8,94187660297855E+017	https://twitter.com/RedRoyerino/status/894187660297854976
0	SashaDixit	2017-08-06 14:32	0	1	Holaa Verti gracias buen día!!				8,94174264999412E+017	https://twitter.com/SashaDixit/status/894174264999411712username
0	sebadelmundo	2017-08-19 18:28	6	45	Ayer tuve un show de ensueño. Vertí mi razón, alma y corazón en cada palabra y nota. Gracias a ustedes que me tienen en sus oídos. Lxs llevo pic.twitter.com/jgy62HdpD4				8,98944790322188E+017	https://twitter.com/sebadelmundo/status/898944790322188288
0	SofiiVerti	2017-08-16 03:30	0	1	Miividaaaaa sos la peor hermana del mundo				8,97631620567622E+017	https://twitter.com/SofiiVerti/status/897631620567621633username
0	SofiiVerti	2017-08-18 02:08	0	0	Jajajajjajajajaa bueno				8,98335668035666E+017	https://twitter.com/SofiiVerti/status/898335668035665920username
0	SofiiVerti	2017-08-18 21:20	0	2	Sigo sin entender xq le hago caso a mi progenitora cdo me dice q hace frío y salga con campera , y hay un sol que parte el planeta tierra				8,98625764794417E+017	https://twitter.com/SofiiVerti/status/898625764794417152username
0	tipotest	2017-08-08 16:44	0	0	Esperando: 2,25 años para un siniestro del q fui víctima con testigos. No se mueven. No comunican. Sólo se mueven y comunican para cobrarme.				8,94932308859474E+017	https://twitter.com/tipotest/status/894932308859473922
0	tipotest	2017-08-08 16:45	0	0	No tengo una buena experiencia: más de dos años y siguen sin repararme el vehículo por un siniestro del que fui víctima y con testigos.				8,9493256161246E+017	https://twitter.com/tipotest/status/894932561612460033
0	tipotest	2017-08-08 16:48	0	0	Si qieres cumplir, @vertiseguros es lo q buscas. Si qieres q tu compañía te atiendan y no demoren tus reparaciones MÁS DE 2 AÑOS, busca otra		@vertiseguros		8,9493328603587E+017	https://twitter.com/tipotest/status/894933286035869696
0	tittojuanki	2017-08-09 13:49	0	0	El seguro más barato que he tenido y los más estafadores. Pensad bien antes de contratar a @vertiseguros		@vertiseguros		8,95250653899043E+017	https://twitter.com/tittojuanki/status/895250653899042816
0	username	date	retweets	favorites	text	geo	mentions	hashtags	id	permalinkusername
0	vertiseguros	2017-08-01 11:22	0	0	Hola @QuilloBolt , pásanos por privado tu DNI o Nº de póliza para localizar tu seguro y ponernos en contacto contigo. Gracias.		@QuilloBolt		8,92314689346171E+017	https://twitter.com/vertiseguros/status/892314689346170880
0	vertiseguros	2017-08-01 11:22	0	0	Hola @QuilloBolt , pásanos por privado tu DNI o Nº de póliza para localizar tu seguro y ponernos en contacto contigo. Gracias.		@QuilloBolt		8,92314689346171E+017	https://twitter.com/vertiseguros/status/892314689346170880username
0	vertiseguros	2017-08-01 11:30	0	0	En #vacaciones aprovechamos para descansar, pero no te relajes mucho. #UtilizaLaCabeza y no pierdas el #verano . pic.twitter.com/aHIBitSNmo			#vacaciones #UtilizaLaCabeza #verano	8,9231657922825E+017	https://twitter.com/vertiseguros/status/892316579228250112
0	vertiseguros	2017-08-01 12:17	0	0	Hola @Javivix21 , pásanos por privado tu DNI o Nº de póliza para localizar tu seguro y nos pondremos en contacto contigo. Gracias.		@Javivix21		8,92328461490115E+017	https://twitter.com/vertiseguros/status/892328461490114560
0	vertiseguros	2017-08-02 10:31	0	0	Hola @OscarRodridecas , si eres tan amable de indicarnos tu problema y facilitarnos tu DNI o Nº de póliza por privado, contactaremos contigo		@OscarRodridecas		8,92664200257995E+017	https://twitter.com/vertiseguros/status/892664200257994752
0	vertiseguros	2017-08-02 12:30	0	0	Vuelve #ElRetoDeLosMiércoles con esta consecución numérica. ¿Qué número sigue? #UtilizaLaCabeza y busca la solución. pic.twitter.com/mnzeIa4lWE			#ElRetoDeLosMi #UtilizaLaCabeza	8,92694062444294E+017	https://twitter.com/vertiseguros/status/892694062444294144
0	vertiseguros	2017-08-03 11:30	0	1	Y aquí la solución al reto de ayer. ¿Acertaste? pic.twitter.com/wzidj2O5rx				8,93041353529184E+017	https://twitter.com/vertiseguros/status/893041353529184256
0	vertiseguros	2017-08-03 13:30	0	0	¿Podría ser este invento la clave para la seguridad de los ciclistas en sus viajes por carretera? http:// ow.ly/KUw330e4o7V				8,93071569932648E+017	https://twitter.com/vertiseguros/status/893071569932648456
0	vertiseguros	2017-08-04 12:30	0	1	Si eres un desastre preparándote para las #vacaciones , aquí tienes estos #VertiConsejos sobre cómo hacer la maleta. #UtilizaLaCabeza pic.twitter.com/MWobApUsjH			#vacaciones #VertiConsejos #UtilizaLaCabeza	8,93418830873186E+017	https://twitter.com/vertiseguros/status/893418830873186304
0	vertiseguros	2017-08-04 13:48	0	0	Hola @abelino01 , mándanos por favor tus datos por privado para que podamos revisar tu caso con detenimiento. Un saludo y gracias.		@abelino01		8,93438582169489E+017	https://twitter.com/vertiseguros/status/893438582169489408
0	vertiseguros	2017-08-04 14:20	0	0	Hola @antoniajbernal , mándanos por favor tus datos por privado para revisar con detenimiento tu caso y ponernos en contacto contigo. Gracias		@antoniajbernal		8,93446654434693E+017	https://twitter.com/vertiseguros/status/893446654434693121
0	vertiseguros	2017-08-04 14:38	0	0	Hola @pedro2hc , mándanos por favor tus datos por privado para que revisemos tu caso y te contactemos lo antes posible. un saludo y gracias.		@pedro2hc		8,93450991261163E+017	https://twitter.com/vertiseguros/status/893450991261163522
0	vertiseguros	2017-08-07 11:33	0	0	Hola @pedro2hc , no encontramos ningún seguro con ese Nº de póliza. Mándanos tu DNI por privado para localizar tu caso y contactar contigo.		@pedro2hc		8,94491669634089E+017	https://twitter.com/vertiseguros/status/894491669634088961
0	vertiseguros	2017-08-07 12:30	0	0	Si #UtilizaLaCabeza y siempre llevas “por si acaso” en tu maleta, la Tarifa Previsor de Verti es perfecta para ti. http:// ow.ly/2M0030edso0 pic.twitter.com/h5Rr6OqVvo			#UtilizaLaCabeza	8,94506001935761E+017	https://twitter.com/vertiseguros/status/894506001935761409
0	vertiseguros	2017-08-08 12:30	1	1	En Verti no negociamos tu precio inicial ni tu renovación. #UtilizaLaCabeza con el mejor precio desde el principio. ¡Feliz día de los gatos! pic.twitter.com/EOAMmYYWia			#UtilizaLaCabeza	8,94868305705443E+017	https://twitter.com/vertiseguros/status/894868305705443330
0	vertiseguros	2017-08-08 13:17	0	0	Hola @pedro2hc , me comunican que hoy mismo el centro tramitador se pondrá en contacto contigo a través de la Oficina de Internet. Un saludo.		@pedro2hc		8,94880174927491E+017	https://twitter.com/vertiseguros/status/894880174927491074
0	vertiseguros	2017-08-09 10:41	0	0	Hola @tipotest , si fueras tan amable de pasarnos por mensaje privado tu DNI o Nº de póliza para localizar tu seguro, contactaremos contigo.		@tipotest		8,9520326138864E+017	https://twitter.com/vertiseguros/status/895203261388640260
0	vertiseguros	2017-08-09 12:30	2	2	Sabemos que no llevas la cabeza de adorno, así que no hay excusas para no darle uso. #UtilizaLaCabeza todo el verano. pic.twitter.com/lAL7yrhlu9			#UtilizaLaCabeza	8,95230772898038E+017	https://twitter.com/vertiseguros/status/895230772898037760
0	vertiseguros	2017-08-09 13:53	0	0	Hola @tittojuanki , ¿podrías contarnos tu problema por mensaje privado junto con tu DNI o Nº de póliza para localizarlo y ver qué ha pasado?		@tittojuanki		8,95251562976752E+017	https://twitter.com/vertiseguros/status/895251562976751620
0	vertiseguros	2017-08-10 12:30	1	2	Conviértete en el rey de los gadgets en casa con estas #apps pensadas para el confort. http:// ow.ly/JELT30edo10			#apps	8,95593158515601E+017	https://twitter.com/vertiseguros/status/895593158515601408
0	vertiseguros	2017-08-10 13:36	0	0	Hola @rafaparadela , si nos facilitas tu DNI o Nº de póliza por privado, localizaremos tu seguro y contactaremos contigo sobre este tema.		@rafaparadela		8,95609909043016E+017	https://twitter.com/vertiseguros/status/895609909043015684
0	vertiseguros	2017-08-11 12:30	1	4	Si quieres proteger a los que te rodean y a ti mismo, #UtilizaLaCabeza y abróchate el cinturón. pic.twitter.com/MXeT7NSlfo			#UtilizaLaCabeza	8,95955563858756E+017	https://twitter.com/vertiseguros/status/895955563858755585
0	vertiseguros	2017-08-14 12:30	0	0	Si eres inquilino #UtilizaLaCabeza , asegura tus pertenencias con el Seguro de Hogar de Verti y quédate tranquilo. http:// ow.ly/1mK830enRRc pic.twitter.com/04sqbRo5uz			#UtilizaLaCabeza	8,97042711248876E+017	https://twitter.com/vertiseguros/status/897042711248875520
0	vertiseguros	2017-08-16 11:57	0	0	Hola @ZHALIGdeZHALIG , pásanos por favor tus datos por privado para contactar contigo y ver cómo podemos solucionarlo. Un saludo y gracias .		@ZHALIGdeZHALIG		8,97759177665335E+017	https://twitter.com/vertiseguros/status/897759177665335296
0	vertiseguros	2017-08-16 11:57	0	0	Hola @ZHALIGdeZHALIG , pásanos por favor tus datos por privado para contactar contigo y ver cómo podemos solucionarlo. Un saludo y gracias.		@ZHALIGdeZHALIG		8,97759177665335E+017	https://twitter.com/vertiseguros/status/897759177665335296
0	vertiseguros	2017-08-16 12:30	1	1	Sabemos que ya ha pasado medio agosto y tienes la #NeuronaDeGuardia . ¡Disfruta lo que queda del #verano ! http:// ow.ly/1Da130enSpb pic.twitter.com/DcIiBF3Fsn			#NeuronaDeGuardia #verano	8,9776748731979E+017	https://twitter.com/vertiseguros/status/897767487319789568
0	vertiseguros	2017-08-17 04:54	0	0	Con una velocidad máxima así, ¿creéis que habría límite de velocidad? #UtilizaLaCabeza pic.twitter.com/nhYDJkD3ir			#UtilizaLaCabeza	8,98015144927674E+017	https://twitter.com/vertiseguros/status/898015144927674368
0	vertiseguros	2017-08-17 12:44	0	0	Hola Lorena, mándanos tus datos de póliza por privado y te contactamos nosotros. Un saludo y gracias .				8,98133514431984E+017	https://twitter.com/vertiseguros/status/898133514431983617
0	vertiseguros	2017-08-17 12:44	0	0	Hola Lorena, mándanos tus datos de póliza por privado y te contactamos nosotros. Un saludo y gracias.				8,98133514431984E+017	https://twitter.com/vertiseguros/status/898133514431983617
